 ,1,5,10,15,20,25,30,35,40,45,50
MINOR-B,1.233102174,1.233693518,0.406357231,0.312899317,0.238933344,0.232659274,0.218830157,0.208014511,0.185105493,0.200711449,0.179074684
MINOR-U,1.233102174,1.233693518,0.698292713,0.509435054,0.417387396,0.371414865,0.281960413,0.259249207,0.240704559,0.213606227,0.202144454
VARX,1.233102174,1.233693518,1.219058083,1.205680196,1.206384386,1.191278163,1.195596516,1.206643028,1.193206093,1.205159712,1.214540832
IMR,1.233102174,1.233693518,1.677734452,1.887885986,1.892787441,1.922402179,2.060080141,1.849311945,1.754186209,1.554376667,1.555979645
MTCSC,0.376927741,0.507471009,0.460668271,0.478547128,0.447861263,0.520266927,0.435161318,0.451773408,0.453797382,0.458944841,0.551100641
Akane,1.089049545,1.244637627,1.327498165,1.301269033,1.37310354,1.326808451,1.312524506,1.338581326,1.342307976,1.277458352,1.295988248
