 ,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275
MINOR-B,6475,9794,13789,17657,22137,26236,29960,33619,37885,41991
MINOR-U,7608,11114,14922,18802,23127,27431,31228,33845,37849,42194
VARX,1,1,1,1,1,1,1,1,1,1
IMR,27965,38959,48964,56390,69539,78896,83423,96768,105020,113298
MTCSC,1,1,1,1,1,1,1,1,1,1
Akane,1,1,1,1,1,1,1,1,1,1
