 ,0.1,0.15,0.2,0.25,0.3,0.35,0.4
MINOR-B,371.26524,518.7119,514.51111,495.80742,468.87074,427.40237,382.05598
MINOR-U,63.89289,113.89355,140.82053,142.28829,138.26853,122.95988,116.21815
VARX,0.32497,0.27565,0.27469,0.27007,0.28863,0.26999,0.27919
IMR,38.07641,60.07765,68.02499,74.18034,69.71267,68.90622,69.72767
MTCSC-C,1.1,1,0.9,1.1,1,1,0.9
Akane,152,73.7,72.3,72.5,70.8,70,69.4
MTCSC-A,11.2,6.1,5.3,5.2,5.2,5.2,5.2
