 ,0.1,0.15,0.2,0.25,0.3,0.35,0.4
MINOR-B,0.545032072,0.456764833,0.347410051,0.320132304,0.316684865,0.223425832,0.219826701
MINOR-U,0.640272604,0.484671468,0.416957872,0.396773636,0.387357724,0.317425187,0.283564193
VARX,0.792291263,0.75157716,0.711156311,0.67173949,0.637020103,0.593048201,0.533534882
IMR,0.756458594,0.789688373,0.750367139,0.776518436,0.779638519,0.754708802,0.745079645
MTCSC-C,0.773301011,0.748536146,0.724029696,0.703353757,0.686153003,0.661707289,0.633645887
Akane,2.95407426,2.947338055,2.940931839,2.935411246,2.931117984,2.925264206,2.918230497
MTCSC-A,0.677525069,0.655487468,0.634393096,0.614052855,0.598077984,0.573226255,0.550189903
