 ,1,2,3,4,5,6,7,8,9,10
MINOR-B,0.2367818821053702,0.3402487078747361,0.3770390870374848,0.37252489734463246,0.42814378841129785,0.4892371775319604,0.6856555348142057,0.6531494498125069,0.7181559585546687,0.9304997515222736
MINOR-U,0.20849011649250354,0.3168404337302065,0.40110439162353073,0.4561745778774647,0.49448235168820587,0.5198547132903297,0.5768719119223215,0.6451349352142197,0.7334650297164625,0.7935433908446812
