,20000,25000,30000,35000,40000,45000,48018
MINOR-O,0.169743807,0.154999181,0.142505709,0.132900531,0.124711432,0.120272889,0.117006822
VARX,4.077275392,4.315755097,4.537828625,4.686972624,4.775950396,4.931759247,5.003148715
IMR,0.974427764,0.957590035,0.951269842,0.936683041,0.919248141,0.920088747,0.916372312
MTCSC,0.474911154,0.588427965,0.598866916,0.576348183,0.5685726,0.565081534,0.562203774
