,20000,25000,30000,35000,40000,45000,48018
MINOR-O,2.27388489,1.98285229,2.18874896,1.90444994,2.19364632,2.33909921,2.05528723
VARX,0.00170146,0.0013243,0.0010766,0.00090411,0.000754,0.00071896,0.00109088
IMR,23.76391972,24.11788824,24.63527476,21.338705,21.06442766,25.12663826,29.86947041
MTCSC,1.31233596,1.4164306,1.48367953,1.47492625,1.2437811,1.42045455,1.27659575
