 ,0.1,0.15,0.2,0.25,0.3,0.35,0.4
TranAD,162.1806776,162.0897777,162.1808348,162.0274111,162.0662377,162.3508713,162.3694456
USAD,161.9691204,161.8768872,161.9670779,161.8119979,161.8491062,162.1320712,162.14904
