1,6.140992203,1.660961126,6.140992203,1.660961126,0,
2,6.1504751,1.591723544,6.1504751,1.591723544,0,
3,6.159957998,1.522485963,6.159957998,1.522485963,0,
4,6.157993754,1.44009923,6.157993754,1.44009923,0,
5,6.156029511,1.357712497,6.156029511,1.357712497,0,
6,6.167494373,1.195422039,6.167494373,1.195422039,0,
7,6.178959236,1.033131581,6.178959236,1.033131581,0,
8,6.184523442,0.895388599,6.184523442,0.895388599,0,
9,6.190087648,0.757645618,6.190087648,0.757645618,0,
10,6.197657584,0.626062661,6.197657584,0.626062661,0,
11,6.205227521,0.494479703,6.205227521,0.494479703,0,
12,6.185047885,0.396606978,6.185047885,0.396606978,0,
13,6.16486825,0.298734252,6.16486825,0.298734252,0,
14,6.174571142,0.216146148,6.174571142,0.216146148,0,
15,6.184274034,0.133558044,6.184274034,0.133558044,0,
16,6.094518471,0.090404504,6.094518471,0.090404504,0,
17,6.004762908,0.047250964,6.004762908,0.047250964,0,
18,5.854648865,0.036135634,5.854648865,0.036135634,0,
19,5.704534822,0.025020305,5.704534822,0.025020305,0,
20,5.554420852,0.013904678,5.554420852,0.013904678,0,
21,5.404306882,0.002789051,5.404306882,0.002789051,0,
22,5.259126828,0.001394525,5.259126828,0.001394525,0,
23,5.113946774,0,5.113946774,0,0,
24,4.962830097,0.003579337,4.962830097,0.003579337,0,
25,4.81171342,0.007158675,4.81171342,0.007158675,0,
26,4.664535319,0.009969223,4.664535319,0.009969223,0,
27,4.517357218,0.012779771,4.517357218,0.012779771,0,
28,4.386116533,0.017615183,4.386116533,0.017615183,0,
29,4.254875847,0.022450595,4.254875847,0.022450595,0,
30,4.117654332,0.027034455,4.117654332,0.027034455,0,
31,3.980432816,0.031618314,3.980432816,0.031618314,0,
32,3.82808145,0.039411913,3.82808145,0.039411913,0,
33,3.675730084,0.047205512,3.675730084,0.047205512,0,
34,3.614671042,0.100651992,3.614671042,0.100651992,0,
35,3.553612,0.154098472,3.553612,0.154098472,0,
36,3.492552812,0.207544903,3.492552812,0.207544903,0,
37,3.431493624,0.260991333,3.431493624,0.260991333,0,
38,3.364843615,0.312993904,3.364843615,0.312993904,0,
39,3.298193607,0.364996474,3.298193607,0.364996474,0,
40,3.231543444,0.416998986,3.231543444,0.416998986,0,
41,3.164893281,0.469001498,3.164893281,0.469001498,0,
42,3.098501086,0.522376786,3.098501086,0.522376786,0,
43,3.032108892,0.575752074,3.032108892,0.575752074,0,
44,2.96571654,0.629127305,2.96571654,0.629127305,0,
45,2.899324188,0.682502535,2.899324188,0.682502535,0,
46,2.83110213,0.734865339,2.83110213,0.734865339,0,
47,2.762880072,0.787228144,2.762880072,0.787228144,0,
48,2.698316951,0.841615625,2.698316951,0.841615625,0,
49,2.633753829,0.896003106,2.633753829,0.896003106,0,
50,2.640089607,0.994323252,2.640089607,0.994323252,0,
51,2.646425386,1.092643397,2.646425386,1.092643397,0,
52,2.652761192,1.190963542,2.652761192,1.190963542,0,
53,2.659096998,1.289283687,2.659096998,1.289283687,0,
54,2.657003639,1.392670741,2.657003639,1.392670741,0,
55,2.65491028,1.496057795,2.65491028,1.496057795,0,
56,2.652816912,1.599444848,2.652816912,1.599444848,0,
57,2.650723544,1.702831902,2.650723544,1.702831902,0,
58,2.652844783,1.803685501,2.652844783,1.803685501,0,
59,2.654966022,1.904539101,2.654966022,1.904539101,0,
60,2.657087269,2.0053927,2.657087269,2.0053927,0,
61,2.659208517,2.106246299,2.659208517,2.106246299,0,
62,2.667440355,2.20166795,2.667440355,2.20166795,0,
63,2.675672193,2.297089601,2.675672193,2.297089601,0,
64,2.813273642,2.355386202,2.671682879,2.403375148,1,
65,2.950875091,2.453682804,2.667693566,2.509660696,1,
66,3.057551362,2.561394728,2.870301635,2.51500876,1,
67,3.184227634,2.669106652,3.072909704,2.520356824,1,
68,3.36926906,2.681930556,3.27551782,2.525704346,1,
