,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,15000,20000
MINOR-B,0.689251995,0.599281767,0.477891952,0.401652178,0.395978054,0.388187985,0.378629548,0.378845765,0.378845765,0.378845765,0.378845765,0.378845765
MINOR-U,0.652851053,0.553187485,0.458494345,0.420382453,0.450792983,0.469535487,0.469535545,0.469535545,0.469535545,0.469535545,0.469535545,0.469535545
VARX,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506,0.710411506
IMR,0.681684785,0.634306286,0.601949006,0.592205419,0.57076099,0.555585896,0.561100471,0.561825355,0.595781671,0.671687267,0.791342288,0.791342288
MTCSC-C,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696,0.724029696
Akane,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839,2.940931839
MTCSC-A,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096,0.634393096
